"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Postcode/Meest voorkomende postcode (code)";"Postcode/Dekkingspercentage (code)"
"Krimpen Centrum";"Krimpenerwaard                          ";"Buurt     ";"BU19310106";"1";"      2931";1
"Industrieterrein Krimpen";"Krimpenerwaard                          ";"Buurt     ";"BU19310107";"1";"      2931";1
"Lekdijk";"Krimpenerwaard                          ";"Buurt     ";"BU19310108";"1";"      2931";1
"Verspr. huizen Krimpen aan de Lek";"Krimpenerwaard                          ";"Buurt     ";"BU19310109";"1";"      2931";1
"Wijk 02 Ouderkerk aan den IJssel";"Krimpenerwaard                          ";"Wijk      ";"WK193102  ";"1";"         .";
"Ouderkerk aan den IJssel";"Krimpenerwaard                          ";"Buurt     ";"BU19310200";"1";"      2935";1
"Verspr. huizen Ouderkerk Noord";"Krimpenerwaard                          ";"Buurt     ";"BU19310208";"1";"      2935";1
"Verspr. huizen Ouderkerk Oost";"Krimpenerwaard                          ";"Buurt     ";"BU19310209";"1";"      2935";1
"Wijk 03 Gouderak";"Krimpenerwaard                          ";"Wijk      ";"WK193103  ";"1";"         .";
"Gouderak";"Krimpenerwaard                          ";"Buurt     ";"BU19310300";"1";"      2831";1
"Wijk 04 Bergambacht";"Krimpenerwaard                          ";"Wijk      ";"WK193104  ";"1";"         .";
"Bergambacht-Dorp";"Krimpenerwaard                          ";"Buurt     ";"BU19310400";"1";"      2861";1
"Kadijk en Kadijkselaan";"Krimpenerwaard                          ";"Buurt     ";"BU19310401";"1";"      2861";1
"Uitbreiding Dorp";"Krimpenerwaard                          ";"Buurt     ";"BU19310402";"1";"      2861";1
"Benedenberg en Zuidbroek";"Krimpenerwaard                          ";"Buurt     ";"BU19310403";"1";"      2861";1
"Tussenlanen";"Krimpenerwaard                          ";"Buurt     ";"BU19310404";"1";"      2861";1
"Bovenberg westelijk van de Fransekade";"Krimpenerwaard                          ";"Buurt     ";"BU19310409";"1";"      2861";1
"Wijk 05 Bergstoep";"Krimpenerwaard                          ";"Wijk      ";"WK193105  ";"1";"         .";
"Bergstoep";"Krimpenerwaard                          ";"Buurt     ";"BU19310500";"1";"      2861";1
"Lekdijk-West en Provinciale weg (ged.)";"Krimpenerwaard                          ";"Buurt     ";"BU19310501";"1";"      2861";1
"Lekdijk-Oost en Provinciale weg (ged.)";"Krimpenerwaard                          ";"Buurt     ";"BU19310502";"1";"      2861";1
"Bovenstad";"Krimpenerwaard                          ";"Buurt     ";"BU19310503";"1";"      2861";1
"Provinciale weg (ged.) De Hem en Hogedij";"Krimpenerwaard                          ";"Buurt     ";"BU19310504";"1";"      2861";1
"Wijk 06 Ammerstol";"Krimpenerwaard                          ";"Wijk      ";"WK193106  ";"1";"         .";
"Ammerstol";"Krimpenerwaard                          ";"Buurt     ";"BU19310600";"1";"      2865";1
"Wijk 07 Berkenwoude";"Krimpenerwaard                          ";"Wijk      ";"WK193107  ";"1";"         .";
"Berkenwoude";"Krimpenerwaard                          ";"Buurt     ";"BU19310700";"1";"      2825";1
"Achterbroek";"Krimpenerwaard                          ";"Buurt     ";"BU19310701";"1";"      2825";1
"Wijk 08 Haastrecht";"Krimpenerwaard                          ";"Wijk      ";"WK193108  ";"1";"         .";
"Haastrecht-Dorpskern";"Krimpenerwaard                          ";"Buurt     ";"BU19310800";"1";"      2851";1
"Boven-Haastrecht";"Krimpenerwaard                          ";"Buurt     ";"BU19310801";"1";"      2851";1
"Beneden-Haastrecht";"Krimpenerwaard                          ";"Buurt     ";"BU19310802";"1";"      2851";1
"Rozendaal";"Krimpenerwaard                          ";"Buurt     ";"BU19310803";"1";"      2851";1
"Stolwijkersluis (ged.)";"Krimpenerwaard                          ";"Buurt     ";"BU19310804";"1";"      2851";1
"Hofkamp";"Krimpenerwaard                          ";"Buurt     ";"BU19310805";"1";"      2851";1
"Agterpoort";"Krimpenerwaard                          ";"Buurt     ";"BU19310806";"1";"      2851";1
"Stein";"Krimpenerwaard                          ";"Buurt     ";"BU19310807";"1";"      2851";1
"Verspr. huizen Haastrecht Noord";"Krimpenerwaard                          ";"Buurt     ";"BU19310808";"1";"      2851";1
"Verspr. huizen Haastrecht Zuid";"Krimpenerwaard                          ";"Buurt     ";"BU19310809";"1";"      2851";1
"Bergvliet";"Krimpenerwaard                          ";"Buurt     ";"BU19310810";"1";"      2851";1
"Wijk 10 Stolwijk";"Krimpenerwaard                          ";"Wijk      ";"WK193110  ";"1";"         .";
"Stolwijk";"Krimpenerwaard                          ";"Buurt     ";"BU19311000";"1";"      2821";1
"Bovenkerk";"Krimpenerwaard                          ";"Buurt     ";"BU19311001";"1";"      2821";1
"Benedenkerk";"Krimpenerwaard                          ";"Buurt     ";"BU19311002";"1";"      2821";1
"Benedenheul";"Krimpenerwaard                          ";"Buurt     ";"BU19311003";"1";"      2821";1
"Goudseweg";"Krimpenerwaard                          ";"Buurt     ";"BU19311004";"1";"      2821";1
"Het Beijersche";"Krimpenerwaard                          ";"Buurt     ";"BU19311005";"1";"      2821";1
"Koolwijk";"Krimpenerwaard                          ";"Buurt     ";"BU19311006";"1";"      2821";1
"Schoonouwen";"Krimpenerwaard                          ";"Buurt     ";"BU19311007";"1";"      2821";1
"Bilwijk";"Krimpenerwaard                          ";"Buurt     ";"BU19311008";"1";"      2821";1
"Wijk 11 Vlist";"Krimpenerwaard                          ";"Wijk      ";"WK193111  ";"1";"         .";
"Vlist";"Krimpenerwaard                          ";"Buurt     ";"BU19311100";"1";"      2855";1
"Bonrepas";"Krimpenerwaard                          ";"Buurt     ";"BU19311101";"1";"      2855";1
"Wijk 12 Schoonhoven";"Krimpenerwaard                          ";"Wijk      ";"WK193112  ";"1";"         .";
"Schoonhoven-Oude Stad";"Krimpenerwaard                          ";"Buurt     ";"BU19311200";"1";"      2871";1
"Schoonhoven-Noord";"Krimpenerwaard                          ";"Buurt     ";"BU19311201";"1";"      2871";1
"Schoonhoven-West";"Krimpenerwaard                          ";"Buurt     ";"BU19311202";"1";"      2871";1
"Zevender";"Krimpenerwaard                          ";"Buurt     ";"BU19311203";"1";"      2871";5
"Willige-Langerak";"Krimpenerwaard                          ";"Buurt     ";"BU19311204";"1";"      2871";2
"Vlist, Bovenberg en Lekdijk";"Krimpenerwaard                          ";"Buurt     ";"BU19311205";"1";"      2871";1
"Laarbeek";"Laarbeek                                ";"Gemeente  ";"GM1659    ";".";"         .";
"Wijk 00 Beek en Donk";"Laarbeek                                ";"Wijk      ";"WK165900  ";"1";"         .";
"Beek";"Laarbeek                                ";"Buurt     ";"BU16590000";"1";"      5741";1
"Donk";"Laarbeek                                ";"Buurt     ";"BU16590001";"1";"      5741";1
"Bedrijventerrein Beekerheide";"Laarbeek                                ";"Buurt     ";"BU16590002";"1";"      5741";1
"Bedrijventerrein Bemmer";"Laarbeek                                ";"Buurt     ";"BU16590003";"1";"      5741";1
"Verspreide huizen Beek en Donk";"Laarbeek                                ";"Buurt     ";"BU16590009";"1";"      5741";1
"Wijk 01 Aarle-Rixtel";"Laarbeek                                ";"Wijk      ";"WK165901  ";"1";"         .";
"Aarle-Rixtel";"Laarbeek                                ";"Buurt     ";"BU16590100";"1";"      5735";1
"Bedrijventerrein Torenakker";"Laarbeek                                ";"Buurt     ";"BU16590101";"1";"      5735";1
"Bedrijventerrein Duivenakker";"Laarbeek                                ";"Buurt     ";"BU16590102";"1";"      5735";1
"Verspreide huizen Laar en Strijp";"Laarbeek                                ";"Buurt     ";"BU16590108";"1";"      5735";1
"Verspreide huizen Heikant";"Laarbeek                                ";"Buurt     ";"BU16590109";"1";"      5735";1
"Wijk 02 Lieshout";"Laarbeek                                ";"Wijk      ";"WK165902  ";"1";"         .";
"Lieshout";"Laarbeek                                ";"Buurt     ";"BU16590200";"1";"      5737";1
"Industrieterrein Bavaria";"Laarbeek                                ";"Buurt     ";"BU16590201";"1";"      5737";1
"Verspreide huizen Lieshout";"Laarbeek                                ";"Buurt     ";"BU16590209";"1";"      5737";1
"Wijk 03 Mariahout";"Laarbeek                                ";"Wijk      ";"WK165903  ";"1";"         .";
"Mariahout";"Laarbeek                                ";"Buurt     ";"BU16590300";"1";"      5738";1
"Verspreide huizen Mariahout";"Laarbeek                                ";"Buurt     ";"BU16590309";"1";"      5738";1
"Landerd";"Landerd                                 ";"Gemeente  ";"GM1685    ";".";"         .";
"Wijk 00 Schaijk";"Landerd                                 ";"Wijk      ";"WK168500  ";"1";"         .";
"Schaijk";"Landerd                                 ";"Buurt     ";"BU16850000";"1";"      5374";1
"Verspreide huizen Schaijkse Heide";"Landerd                                 ";"Buurt     ";"BU16850007";"1";"      5374";1
"Verspreide huizen Mun";"Landerd                                 ";"Buurt     ";"BU16850008";"1";"      5374";1
"Overige verspreide huizen";"Landerd                                 ";"Buurt     ";"BU16850009";"1";"      5374";1
"Wijk 01 Reek";"Landerd                                 ";"Wijk      ";"WK168501  ";"1";"         .";
"Reek";"Landerd                                 ";"Buurt     ";"BU16850100";"1";"      5375";1
"Verspr.h. Reekse Heide en Bovenland";"Landerd                                 ";"Buurt     ";"BU16850109";"1";"      5375";1
"Wijk 02 Zeeland";"Landerd                                 ";"Wijk      ";"WK168502  ";"1";"         .";
"Zeeland";"Landerd                                 ";"Buurt     ";"BU16850200";"1";"      5411";1
"Nabbegat-Voederheil";"Landerd                                 ";"Buurt     ";"BU16850201";"1";"      5411";1
"Oventje";"Landerd                                 ";"Buurt     ";"BU16850202";"1";"      5411";1
"Verspreide huizen Trent-Graspeel";"Landerd                                 ";"Buurt     ";"BU16850207";"1";"      5411";1
"Verspreide huizen Zevenhuis";"Landerd                                 ";"Buurt     ";"BU16850208";"1";"      5411";1
"Verspreide huizen Duifhuis-Kreitsberg";"Landerd                                 ";"Buurt     ";"BU16850209";"1";"      5411";1
"Wijk 09 Verspreide huizen Zeeland";"Landerd                                 ";"Wijk      ";"WK168509  ";"1";"         .";
"Verspreide huizen Peel";"Landerd                                 ";"Buurt     ";"BU16850909";"1";"      5411";1
"Landgraaf";"Landgraaf                               ";"Gemeente  ";"GM0882    ";".";"         .";
"Wijk 00 Schaesberg";"Landgraaf                               ";"Wijk      ";"WK088200  ";"1";"         .";
"Kakert";"Landgraaf                               ";"Buurt     ";"BU08820001";"1";"      6371";1
"Lichtenberg";"Landgraaf                               ";"Buurt     ";"BU08820002";"1";"      6371";1
"De Dormig";"Landgraaf                               ";"Buurt     ";"BU08820003";"1";"      6371";1
"De Streep";"Landgraaf                               ";"Buurt     ";"BU08820004";"1";"      6371";1
"Klinkerkwartier";"Landgraaf                               ";"Buurt     ";"BU08820005";"1";"      6372";1
"Achter de Haesen";"Landgraaf                               ";"Buurt     ";"BU08820006";"1";"      6372";1
"Leenhof";"Landgraaf                               ";"Buurt     ";"BU08820007";"1";"      6372";5
"Schaesberg Centrum";"Landgraaf                               ";"Buurt     ";"BU08820008";"1";"      6372";1
"Achter den Winkel";"Landgraaf                               ";"Buurt     ";"BU08820009";"1";"      6372";1
"Mijnbuurt";"Landgraaf                               ";"Buurt     ";"BU08820010";"1";"      6372";1
"Eiske";"Landgraaf                               ";"Buurt     ";"BU08820011";"1";"      6372";1
"Heistraat";"Landgraaf                               ";"Buurt     ";"BU08820012";"1";"      6372";1
"Gravenrode";"Landgraaf                               ";"Buurt     ";"BU08820020";"1";"      6372";1
"Wijk 01 Nieuwenhagen";"Landgraaf                               ";"Wijk      ";"WK088201  ";"1";"         .";
"Nieuwenhagerheide";"Landgraaf                               ";"Buurt     ";"BU08820101";"1";"      6373";1
"Oud Nieuwenhagen";"Landgraaf                               ";"Buurt     ";"BU08820102";"1";"      6373";1
"Hoefveld";"Landgraaf                               ";"Buurt     ";"BU08820103";"1";"      6373";1
"Op de Kamp";"Landgraaf                               ";"Buurt     ";"BU08820104";"1";"      6371";2
"Exdel";"Landgraaf                               ";"Buurt     ";"BU08820105";"1";"      6373";2
"Buitengebied Brunssumerheide (2)";"Landgraaf                               ";"Buurt     ";"BU08820120";"1";"      6373";2
"Wijk 02 Ubach over Worms";"Landgraaf                               ";"Wijk      ";"WK088202  ";"1";"         .";
"Abdissenbosch";"Landgraaf                               ";"Buurt     ";"BU08820201";"1";"      6374";1
"Parkheide";"Landgraaf                               ";"Buurt     ";"BU08820202";"1";"      6374";1
"Namiddagsche Driessen";"Landgraaf                               ";"Buurt     ";"BU08820203";"1";"      6374";1
"Lauradorp";"Landgraaf                               ";"Buurt     ";"BU08820204";"1";"      6374";1
"Waubach";"Landgraaf                               ";"Buurt     ";"BU08820205";"1";"      6374";1
"Groenstraat";"Landgraaf                               ";"Buurt     ";"BU08820206";"1";"      6374";1
"Rimburg";"Landgraaf                               ";"Buurt     ";"BU08820207";"1";"      6374";1
"Brunssumerheide (1)";"Landgraaf                               ";"Buurt     ";"BU08820220";"1";"      6374";1
"Landsmeer";"Landsmeer                               ";"Gemeente  ";"GM0415    ";".";"         .";
"Wijk 00 Landsmeer";"Landsmeer                               ";"Wijk      ";"WK041500  ";"1";"         .";
"Landsmeer";"Landsmeer                               ";"Buurt     ";"BU04150000";"1";"      1121";1
"Plan Centrum-Noord";"Landsmeer                               ";"Buurt     ";"BU04150001";"1";"      1121";1
"Plan Centrum-Zuid";"Landsmeer                               ";"Buurt     ";"BU04150002";"1";"      1121";1
"Plan Centrum-West";"Landsmeer                               ";"Buurt     ";"BU04150003";"1";"      1121";1
"Verspr.h. ten oosten van Landsmeer";"Landsmeer                               ";"Buurt     ";"BU04150009";"1";"      1121";1
"Wijk 01 Ilpendam";"Landsmeer                               ";"Wijk      ";"WK041501  ";"1";"         .";
